Curve,AAVE V1,Bitcoin,Canto,Compound,Cronos,Doge,Ethereum,Litecoin,MakerDAO,Opensea V1,xDai,Uniswap V1
0,28835007.853083912,146874.34219912672,0,7694.386836056283,0,97.37129029907157,49450.045620569996,435.2097947733073,13419.198085372327,3194.300046453689,0,9590.698948245663
0,28835007.853083912,146874.34219912672,0,7694.386836056283,0,97.37129029907157,49450.045620569996,435.2097947733073,13419.198085372327,3194.300046453689,0,9590.698948245663
